neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,shrinkage_reported,shrinkage_corrected,slicing_thickness,min_age,max_age,min_weight,max_weight,reference_doi,primary_brain_region,secondary_brain_region,tertiary_brain_region,tertiary_cell_class,secondary_cell_class,primary_cell_class,physical_integrity
1819,E-S1-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1820,E-S1-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1821,E-S10-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1822,E-S10-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1823,E-S13-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1824,E-S13-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1825,E-S13-4,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1826,E-S14-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1827,E-S21-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1828,E-S8-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1833,L5,lewis,"as of january 2015, we became aware that the database contained an additional reconstruction file of this same neuron, named 8-s8-b3e. the latter reconstruction is no longer available as an individual entry since version 6.2. the original files are still available for download <a href="" dablefiles/previous/v6.2/8-s8-b3e.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
